race_id,surface,distance,frame,rank,time_sec,time_diff
202405010705,芝,2400,7,6,148.3,0.5
202405010705,芝,2400,7,7,148.3,0.5
202405010705,芝,2400,3,8,148.4,0.5999999999999943
202405010705,芝,2400,8,9,148.6,0.799999999999983
202405010705,芝,2400,4,10,148.7,0.8999999999999773
202405010705,芝,2400,2,11,148.7,0.8999999999999773
202405010705,芝,2400,8,12,148.9,1.0999999999999943
202405010705,芝,2400,1,13,148.9,1.0999999999999943
202405010705,芝,2400,7,14,149.2,1.3999999999999773
202405010705,芝,2400,8,15,149.4,1.5999999999999943
202405010705,芝,2400,4,16,149.4,1.5999999999999943
202405010705,芝,2400,3,17,149.4,1.5999999999999943
202405010705,芝,2400,2,18,151.2,3.3999999999999773
202405010706,芝,1600,1,1,94.4,0.0
202405010706,芝,1600,1,2,94.4,0.0
202405010706,芝,1600,2,3,94.5,0.09999999999999432
202405010706,芝,1600,4,4,95.3,0.8999999999999915
202405010706,芝,1600,2,5,95.3,0.8999999999999915
202405010706,芝,1600,3,6,95.4,1.0
202405010706,芝,1600,7,7,95.5,1.0999999999999943
202405010706,芝,1600,6,8,95.8,1.3999999999999915
202405010706,芝,1600,5,9,95.8,1.3999999999999915
202405010706,芝,1600,5,10,96.0,1.5999999999999943
202405010706,芝,1600,6,11,96.1,1.6999999999999886
202405010706,芝,1600,4,12,96.5,2.0999999999999943
202405010706,芝,1600,8,13,96.5,2.0999999999999943
202405010706,芝,1600,3,14,96.7,2.299999999999997
202405010706,芝,1600,8,15,97.6,3.1999999999999886
202405010708,芝,1800,5,1,105.9,0.0
202405010708,芝,1800,7,2,106.3,0.3999999999999915
202405010708,芝,1800,6,3,106.3,0.3999999999999915
202405010708,芝,1800,2,4,106.3,0.3999999999999915
202405010708,芝,1800,3,5,106.5,0.5999999999999943
202405010708,芝,1800,7,6,106.6,0.6999999999999886
202405010708,芝,1800,8,7,106.9,1.0
202405010708,芝,1800,8,8,107.1,1.1999999999999886
202405010708,芝,1800,4,9,107.2,1.2999999999999972
202405010708,芝,1800,6,10,107.7,1.7999999999999972
202405010708,芝,1800,1,11,107.7,1.7999999999999972
202405010709,芝,2000,8,1,120.3,0.0
202405010709,芝,2000,6,2,120.3,0.0
202405010709,芝,2000,7,3,120.3,0.0
202405010709,芝,2000,8,4,120.4,0.10000000000000853
202405010709,芝,2000,4,5,120.4,0.10000000000000853
202405010709,芝,2000,7,6,120.5,0.20000000000000284
202405010709,芝,2000,3,7,120.5,0.20000000000000284
202405010709,芝,2000,2,8,120.6,0.29999999999999716
202405010709,芝,2000,1,9,120.9,0.6000000000000085
202405010709,芝,2000,5,10,123.4,3.1000000000000085
202405010711,芝,3400,8,1,210.2,0.0
202405010711,芝,3400,7,2,210.2,0.0
202405010711,芝,3400,5,3,210.4,0.20000000000001705
202405010711,芝,3400,7,4,210.9,0.700000000000017
202405010711,芝,3400,3,5,211.0,0.8000000000000114
202405010711,芝,3400,1,6,211.3,1.1000000000000227
202405010711,芝,3400,6,7,211.6,1.4000000000000057
202405010711,芝,3400,4,8,212.4,2.200000000000017
202405010711,芝,3400,8,9,213.0,2.8000000000000114
202405010711,芝,3400,2,10,213.0,2.8000000000000114
202405010804,芝,1800,3,1,108.4,0.0
202405010804,芝,1800,1,2,108.4,0.0
202405010804,芝,1800,8,3,108.7,0.29999999999999716
202405010804,芝,1800,5,4,108.9,0.5
202405010804,芝,1800,6,5,109.0,0.5999999999999943
202405010804,芝,1800,4,6,109.1,0.6999999999999886
202405010804,芝,1800,2,7,109.1,0.6999999999999886
202405010804,芝,1800,6,8,109.3,0.8999999999999915
202405010804,芝,1800,7,9,109.4,1.0
202405010804,芝,1800,8,10,109.5,1.0999999999999943
202405010804,芝,1800,2,11,109.6,1.1999999999999886
202405010804,芝,1800,1,12,109.8,1.3999999999999915
202405010804,芝,1800,3,13,110.1,1.6999999999999886
202405010804,芝,1800,4,14,110.1,1.6999999999999886
202405010804,芝,1800,7,15,110.3,1.8999999999999915
202405010804,芝,1800,5,16,110.4,2.0
202405010805,芝,1600,7,1,95.7,0.0
202405010805,芝,1600,6,2,95.8,0.09999999999999432
202405010805,芝,1600,4,3,96.0,0.29999999999999716
202405010805,芝,1600,5,4,96.0,0.29999999999999716
202405010805,芝,1600,3,5,96.1,0.3999999999999915
202405010805,芝,1600,8,6,96.2,0.5
202405010805,芝,1600,6,7,96.2,0.5
202405010805,芝,1600,8,8,96.4,0.7000000000000028
202405010805,芝,1600,2,9,96.4,0.7000000000000028
202405010805,芝,1600,7,10,96.5,0.7999999999999972
202405010805,芝,1600,1,11,97.2,1.5
202405010805,芝,1600,5,12,97.5,1.7999999999999972
202405010806,芝,1800,4,1,106.2,0.0
202405010806,芝,1800,1,2,106.3,0.09999999999999432
202405010806,芝,1800,8,3,106.4,0.20000000000000284
202405010806,芝,1800,2,4,106.5,0.29999999999999716
202405010806,芝,1800,7,5,106.6,0.3999999999999915
202405010806,芝,1800,3,6,106.6,0.3999999999999915
202405010806,芝,1800,8,7,106.9,0.7000000000000028
202405010806,芝,1800,6,8,107.0,0.7999999999999972
202405010806,芝,1800,5,9,107.3,1.0999999999999943
202405010806,芝,1800,5,10,107.4,1.2000000000000028
202405010806,芝,1800,2,11,107.4,1.2000000000000028
202405010806,芝,1800,3,12,107.4,1.2000000000000028
202405010806,芝,1800,6,13,107.5,1.2999999999999972
202405010806,芝,1800,7,13,107.5,1.2999999999999972
202405010806,芝,1800,1,15,107.6,1.3999999999999915
202405010806,芝,1800,4,16,108.4,2.200000000000003
202405010808,芝,1400,1,1,81.1,0.0
202405010808,芝,1400,8,2,81.2,0.10000000000000853
202405010808,芝,1400,7,3,81.4,0.30000000000001137
202405010808,芝,1400,4,4,81.4,0.30000000000001137
202405010808,芝,1400,2,5,81.6,0.5
