race_id,race_name,class,surface,horse_name,age_sex,n_past_races,odds,popularity,field_size,act_rank,score,frame,weight_carried,sire,plus_factors,minus_factors,n_minus,odds_bucket
202609030611,しらさぎS,重賞,芝,エルトンバローズ,牡6,5,12.9,7,18,1,-1.0,5,58.0,ディープブリランテ,,,0,7〜15倍
202609030612,3歳以上2勝クラス,2勝クラス,ダ,ソウルアンドジャズ,セ5,5,17.5,5,13,2,0.1,3,58.0,ブリックスアンドモルタルBricks and Mortar,,,0,15〜30倍
202610010110,海の中道特別,2勝クラス,芝,ショウナンガチ,牡5,5,10.8,4,8,3,4.75,8,58.0,ドゥラメンテ,"fastest_3f,training_rank,rising_trend,bloodline_distance",,0,7〜15倍
202610010111,小倉牝馬S,重賞,芝,ボンドガール,牝5,5,17.7,8,18,2,-0.5,8,55.5,ダイワメジャー,"training_rank,grade_history,bloodline_distance","distance_up,seasonal_sex",2,15〜30倍
202610010210,響灘特別,2勝クラス,ダ,パフ,牡5,5,6.6,3,16,3,1.75,2,58.0,レイデオロ,"training_rank,second_start,prev_run_bonus,inner_post_senko,bloodline_distance",post_surface,1,3〜7倍
202610010210,響灘特別,2勝クラス,ダ,アイウィル,牡5,5,8.5,5,16,1,1.5,1,58.0,ドレフォンDrefong,"training_rank,second_start,pace_fit",post_surface,1,7〜15倍
202610010210,響灘特別,2勝クラス,ダ,ギマール,牡5,5,16.4,8,16,2,1.5,2,58.0,カレンブラックヒル,"training_rank,pace_fit",post_surface,1,15〜30倍
202610010309,有田特別,2勝クラス,ダ,ジョヴィアン,牡6,5,9.0,4,14,2,1.0,5,58.0,Justify,"training_rank,distance_drop",,0,7〜15倍
202610010311,巌流島S,3勝クラス,芝,トーラスシャイン,牡5,5,8.3,3,18,2,0.5,4,55.0,,training_rank,post_surface,1,7〜15倍
202610010510,RKB賞,2勝クラス,芝,トーアライデン,牡6,5,22.9,9,16,1,2.75,6,58.0,マインドユアビスケッツMind Your Biscuits,"training_rank,second_start,rising_trend",,0,15〜30倍
202610010511,豊前S,3勝クラス,ダ,プルートマスター,牡7,5,14.8,10,16,3,1.5,5,55.0,,"second_start,win_count",,0,7〜15倍
202610010511,豊前S,3勝クラス,ダ,ゴッドブルービー,牡6,5,6.5,2,16,2,1.25,2,57.0,,"training_rank,second_start,prev_run_bonus,inner_post_senko",post_surface,1,3〜7倍
202610010610,由布院特別,2勝クラス,ダ,タイセイミッション,セ5,5,8.0,5,15,3,2.25,6,58.0,キタサンブラック,"training_rank,prev2_run_bonus",,0,7〜15倍
202610010611,小倉日経賞,OP,芝,シルトホルン,牡6,5,6.6,4,12,2,-2.75,8,58.0,スクリーンヒーロー,"training_rank,prev2_run_bonus",distance_up,1,3〜7倍
202610010810,大濠特別,2勝クラス,芝,トウカイエルデ,牡5,5,20.0,8,18,2,2.5,6,56.0,オルフェーヴル,"training_rank,grade_history",,0,15〜30倍
202610010811,北九州短距離S,OP,芝,ジョーメッドヴィン,牡5,5,11.2,4,18,1,1.5,4,57.0,ドレフォンDrefong,training_rank,post_surface,1,7〜15倍
202610010910,皿倉山特別,2勝クラス,芝,エコロレイズ,牡5,5,13.2,6,16,1,2.0,5,58.0,アメリカンペイトリオット,training_rank,,0,7〜15倍
202610011110,早鞆特別,2勝クラス,ダ,アラナコア,牡5,5,9.9,6,16,3,2.0,2,56.0,ブリックスアンドモルタルBricks and Mortar,"training_rank,pace_fit",post_surface,1,7〜15倍
202610011111,別府特別,2勝クラス,芝,ワザモノ,牡8,5,106.1,15,15,2,1.0,7,58.0,マツリダゴッホ,training_rank,,0,30倍以上
202610011210,西日本新聞杯,2勝クラス,芝,ディアドコス,牡6,5,26.0,11,18,3,0.5,4,58.0,ネロ,training_rank,"long_rest,post_surface",2,15〜30倍
202610011211,関門橋S,3勝クラス,芝,モズロックンロール,牡6,5,17.1,7,17,2,0.0,5,58.0,,training_rank,,0,15〜30倍
